3.245968722491087699e-01,1.539162488539565132e-05,3.306308725981549308e-29,3.553300353481800416e-15
4.379042044780706022e-01,1.896800044280440181e-05,1.788044214480130502e-28,6.892987883424295702e-15
9.798036920112081216e-02,2.324085411173523708e-05,9.439249694740427556e-28,1.325674961999571646e-14
3.636002728264948938e-03,2.831235992767015995e-05,4.864307997005230731e-27,2.527670939322495626e-14
2.237868181907002923e-05,3.429205485251977329e-05,2.446972153649352644e-26,4.778129979404631414e-14
2.284388550954391810e-08,4.129565904913933526e-05,1.201603982178415331e-25,8.954664660069013215e-14
1.085966525217787026e-16,5.885814133249165373e-05,2.695250489117806742e-24,3.064741782332283783e-13
5.057401447721688880e-22,6.966229750663489916e-05,1.231131876779767075e-23,5.596894035561490827e-13
3.906281986928023838e-28,8.197520220994280083e-05,5.489520224463515336e-23,1.013337752304931825e-12
5.004087852731651338e-35,9.590928478439790636e-05,2.389398424005955709e-22,1.818927142678543797e-12
1.063191345144553302e-42,1.115661023501198569e-04,1.015236274377329025e-21,3.236907787011827853e-12
3.746477354105891615e-51,1.290319683151032763e-04,4.210852711750478794e-21,5.710830810014995834e-12
2.189575693362393651e-60,1.483733274553134180e-04,1.704893854446731956e-20,9.989004369983633098e-12
2.122374343698544711e-70,1.696320081088735629e-04,6.738279325789731656e-20,1.732204071811523600e-11
3.412001261413437670e-81,1.928205081378492759e-04,2.599710840884513101e-19,2.978035358935672207e-11
9.097489255334847714e-93,2.179174937715080095e-04,9.790963930864609664e-19,5.075917882122311386e-11
4.023083919918650665e-105,2.448637074571808942e-04,3.599566708301251036e-18,8.577352684724279067e-11
2.950677905233165314e-118,2.735584906759696081e-04,1.291812172742489670e-17,1.436964009784201394e-10
3.589299428175529939e-132,3.038571287893786178e-04,4.525565855106861293e-17,2.386670454241387542e-10
7.241403491887387744e-147,3.355692161503356116e-04,1.547642957585393009e-16,3.930003756054522676e-10
2.423042193147393377e-162,3.684582201649533816e-04,5.166459543593424545e-16,6.415749767198162566e-10
1.344696822270422839e-178,4.022423925108135944e-04,1.683602881660734884e-15,1.038378795829013846e-09
1.237693051270611253e-195,4.365971347194321102e-04,5.355631141642346487e-15,1.666165539853416597e-09
1.889412129624921871e-213,4.711588749101524687e-04,1.663052756146073425e-14,2.650540397204879320e-09
4.783718525220203476e-232,5.055304543948244134e-04,5.041105248868250894e-14,4.180273049985891008e-09
2.008767663861618644e-251,5.392879595630957045e-04,1.491660101786976780e-13,6.536252418402782554e-09
1.399004050523952865e-271,5.719888688452524168e-04,4.308621583960465159e-13,1.013227395271529793e-08
1.615970421946929792e-292,6.031813199583676861e-04,1.214873900725957295e-12,1.557180563897135359e-08
3.095800849354317843e-314,6.324142425984388216e-04,3.343862585143364182e-12,2.372602414228482729e-08
0.000000000000000000e+00,6.592480497593279252e-04,8.984419299306681485e-12,3.583974445102051993e-08
0.000000000000000000e+00,6.832655402095335305e-04,2.356437755658699351e-11,5.367336001421013826e-08
0.000000000000000000e+00,7.040826381414742050e-04,6.033180286660425361e-11,7.969050984646048634e-08
0.000000000000000000e+00,7.213585857491988879e-04,1.507859944114260186e-10,1.173027976419968629e-07
0.000000000000000000e+00,7.348052117646762657e-04,3.678748312636850641e-10,1.711843576364362879e-07
0.000000000000000000e+00,7.441949240965854912e-04,8.761198450834767949e-10,2.476701845248068698e-07
0.000000000000000000e+00,7.493671169487475846e-04,2.036813804827243757e-09,3.552526454882913272e-07
0.000000000000000000e+00,7.502327404132504412e-04,4.622357296204469887e-09,5.051901293015708648e-07
0.000000000000000000e+00,7.467768508690275728e-04,1.024000255649143654e-08,7.122399583976918522e-07
0.000000000000000000e+00,7.390590401204544030e-04,2.214425063055495013e-08,9.955240501645804445e-07
0.000000000000000000e+00,7.272117260559079555e-04,4.674619664291286655e-08,1.379529908077004138e-06
0.000000000000000000e+00,7.114363733383412226e-04,9.632875458834296686e-08,1.895240931314658775e-06
0.000000000000000000e+00,6.919977948481628423e-04,1.937715349674258958e-07,2.581378430454993773e-06
0.000000000000000000e+00,6.692167590936321745e-04,3.804945004638417067e-07,3.485722977335838988e-06
0.000000000000000000e+00,6.434611918776240438e-04,7.293418911202072849e-07,4.666464909416546025e-06
0.000000000000000000e+00,6.151363091605892329e-04,1.364703495447043141e-06,6.193513411106045688e-06
0.000000000000000000e+00,5.846740501663294032e-04,2.492698884705523443e-06,8.149671493342081787e-06
0.000000000000000000e+00,5.525221942084273955e-04,4.444528599855330960e-06,1.063156176272981627e-05
0.000000000000000000e+00,5.191335413697499915e-04,7.735812971601660473e-06,1.375016699742593529e-05
0.000000000000000000e+00,4.849555169443285651e-04,1.314348663122774336e-05,1.763083259313120434e-05
0.000000000000000000e+00,4.504205242527266665e-04,2.179915124241259522e-05,2.241256765622977624e-05
