0.000000000000000000e+00,4.159373226224307362e-04,3.529335557884385099e-05,2.824648085881325106e-05
0.000000000000000000e+00,3.818836500934461595e-04,5.577899551585632814e-05,3.529319904578735539e-05
0.000000000000000000e+00,3.486002472101260843e-04,8.605434372323711488e-05,4.371914354525180201e-05
0.000000000000000000e+00,3.163863726412870117e-04,1.295982911298302329e-04,5.369158298700599913e-05
0.000000000000000000e+00,2.854968367616474308e-04,1.905241897944591684e-04,6.537244285288829559e-05
0.000000000000000000e+00,2.561405188415135595e-04,2.734168919946969225e-04,7.891093013503030519e-05
0.000000000000000000e+00,2.284802797618348000e-04,3.830230686467333396e-04,9.443512373519323370e-05
0.000000000000000000e+00,2.026341372341773487e-04,5.237799752805824636e-04,1.120427830133344916e-04
0.000000000000000000e+00,1.786775357295590733e-04,6.991932397501050486e-04,1.317917316644980844e-04
0.000000000000000000e+00,1.566465193911527852e-04,9.111081274323976336e-04,1.536902736592565789e-04
0.000000000000000000e+00,1.365416031507482922e-04,1.158956114702051508e-03,1.776881829135921608e-04
0.000000000000000000e+00,1.183321345245302462e-04,1.439091579313299786e-03,2.036688687721521481e-04
0.000000000000000000e+00,1.019609450752493343e-04,1.744352464176157375e-03,2.314433458480115652e-04
0.000000000000000000e+00,8.734910486738220014e-05,2.063974961810411800e-03,2.607466212951233269e-04
0.000000000000000000e+00,7.440061373758484811e-05,2.383960066619541986e-03,2.912370497642546917e-04
0.000000000000000000e+00,6.300688806767916776e-05,2.687929653154682609e-03,3.224990941637412203e-04
0.000000000000000000e+00,5.305092919917788315e-05,2.958429271705556324e-03,3.540497711712696895e-04
0.000000000000000000e+00,4.441108799267996115e-05,3.178548581702377463e-03,3.853488610484349019e-04
0.000000000000000000e+00,3.696436782862729849e-05,3.333656797119485815e-03,4.158127330079039365e-04
0.000000000000000000e+00,3.058923433331700722e-05,3.413007874211018266e-03,4.448313953945010730e-04
0.000000000000000000e+00,2.516792334444266114e-05,3.410971290378903703e-03,4.717881423326100027e-04
0.000000000000000000e+00,2.058825844696662735e-05,3.327692655211137232e-03,4.960809546934724775e-04
0.000000000000000000e+00,1.674500544125401451e-05,3.169076497244933000e-03,5.171446422719815647e-04
0.000000000000000000e+00,1.354080323928980345e-05,2.946094052739774583e-03,5.344726026703425876e-04
0.000000000000000000e+00,1.088671903178218113e-05,2.673528773528277124e-03,5.476370332266616717e-04
0.000000000000000000e+00,8.702480416550454747e-06,2.368358748031007457e-03,5.563064725025295169e-04
0.000000000000000000e+00,6.916438943468087231e-06,2.048021368966352392e-03,5.602596679084740966e-04
0.000000000000000000e+00,5.465318711806790209e-06,1.728804362778969643e-03,5.593949596464522058e-04
0.000000000000000000e+00,4.293800788669139274e-06,1.424562757353753806e-03,5.537346253680347627e-04
0.000000000000000000e+00,3.353989839317821244e-06,1.145886737919919436e-03,5.434239263400320432e-04
0.000000000000000000e+00,2.604803978720864275e-06,8.997589393989957260e-04,5.287249121289634528e-04
0.000000000000000000e+00,2.011322923272151635e-06,6.896599679824314249e-04,5.100053526667084518e-04
0.000000000000000000e+00,1.544123430110294106e-06,5.160220211170132897e-04,4.877234502546049953e-04
0.000000000000000000e+00,1.178625071876519461e-06,3.768997275861941314e-04,4.624092184342376002e-04
0.000000000000000000e+00,8.944638443092487626e-07,2.687248208336273842e-04,4.346435830757433062e-04
0.000000000000000000e+00,6.749061075398566735e-07,1.870312217324121269e-04,4.050363528587189177e-04
0.000000000000000000e+00,5.063110188124269653e-07,1.270705208037850413e-04,3.742042176646215670e-04
0.000000000000000000e+00,3.776459682443457469e-07,8.427521697871659867e-05,3.427498672381477170e-04
0.000000000000000000e+00,2.800565786077158140e-07,5.456062280725137493e-05,3.112431880447064352e-04
0.000000000000000000e+00,2.064905390043045564e-07,3.448126015821088261e-05,2.802053078633157373e-04
0.000000000000000000e+00,1.513728507114055554e-07,2.127214622569638928e-05,2.500960330803082940e-04
0.000000000000000000e+00,1.103288965144116733e-07,1.281043450669114650e-05,2.213049822738865453e-04
0.000000000000000000e+00,7.995102058660867611e-08,7.530794237055567183e-06,1.941464806364797747e-04
0.000000000000000000e+00,5.760394170518808388e-08,4.321575184581549981e-06,1.688580602688785669e-04
0.000000000000000000e+00,4.126423948042158122e-08,2.420849187119316864e-06,1.456022253158938378e-04
0.000000000000000000e+00,2.938927963251483449e-08,1.323785948598557516e-06,1.244709980433422584e-04
0.000000000000000000e+00,2.081121757909967718e-08,7.066301592968104723e-07,1.054926674555588256e-04
0.000000000000000000e+00,1.465208708282579397e-08,3.682060686813179559e-07,8.864011661161513107e-05
0.000000000000000000e+00,1.025639989107550974e-08,1.872897824874071447e-07,7.384010512522632503e-05
0.000000000000000000e+00,7.138120127149005920e-09,9.299542825053094236e-08,6.098292297021611736e-05
0.000000000000000000e+00,4.939309182134852291e-09,4.507476617512023347e-08,4.993190204048508584e-05
0.000000000000000000e+00,3.398145926296603790e-09,2.132699841224835696e-08,4.053236321160314561e-05
0.000000000000000000e+00,2.324402266228786742e-09,9.850320492961844539e-09,3.261967910732838295e-05
0.000000000000000000e+00,1.580789375554332073e-09,4.441149121666198925e-09,2.602623733614561752e-05
0.000000000000000000e+00,1.068883023215167026e-09,1.954630723903865462e-09,2.058718798093864722e-05
0.000000000000000000e+00,7.185877396291866777e-10,8.397663272238873330e-10,1.614494675424747527e-05
0.000000000000000000e+00,4.803113835103667645e-10,3.521896282856270352e-10,1.255249759458381920e-05
0.000000000000000000e+00,3.191974469109649929e-10,1.441846535678614592e-10,9.675593617343411070e-06
0.000000000000000000e+00,2.109062215034315378e-10,5.762167581437587731e-11,7.393992992844224025e-06
0.000000000000000000e+00,1.385520085694260396e-10,2.247900591094768776e-11,5.601887627606590580e-06
0.000000000000000000e+00,5.876788407349225829e-11,3.182237916524726420e-12,3.133335774316464738e-06
0.000000000000000000e+00,3.794406430092247828e-11,1.154773938241834180e-12,2.313258270742176172e-06
0.000000000000000000e+00,2.435797013802099973e-11,4.090587359293539099e-13,1.693149289749701985e-06
0.000000000000000000e+00,1.554646998070645336e-11,1.414486283562507084e-13,1.228627762891575332e-06
0.000000000000000000e+00,9.865428293548703421e-12,4.774591045251394937e-14,8.838922772776277112e-07
0.000000000000000000e+00,6.224343455469758139e-12,1.573250897952852221e-14,6.304233593570437219e-07
